Address,USB0::0x2A8D::0x039B::CN60201260::0::INSTR,,
90,-0.0410999991,-0.562814176083,-2.49246263504
91,-0.0410000011325,-0.643216192722,-2.53266382217
92,-0.0408999994397,-0.723618209362,-2.49246263504
93,-0.0408000014722,-0.804020226002,-2.49246263504
94,-0.0406999997795,-0.884422242641,-2.49246263504
95,-0.040600001812,-0.924623250961,-2.53266382217
96,-0.0405000001192,-0.964824318886,-2.49246263504
97,-0.0403999984264,-1.04522633553,-2.53266382217
98,-0.040300000459,-1.08542728424,-2.53266382217
99,-0.0401999987662,-1.12562835217,-2.49246263504
100,-0.0401000007987,-1.16582930088,-2.49246263504
101,-0.0399999991059,-1.24623131752,-2.53266382217
102,-0.0399000011384,-1.28643238544,-2.53266382217
103,-0.0397999994457,-1.32663345337,-2.49246263504
104,-0.0397000014782,-1.36683440208,-2.53266382217
105,-0.0395999997854,-1.40703547001,-2.53266382217
106,-0.0395000018179,-1.44723641872,-2.49246263504
107,-0.0394000001252,-1.44723641872,-2.53266382217
108,-0.0392999984324,-1.52763843536,-2.53266382217
109,-0.0392000004649,-1.56783950329,-2.53266382217
110,-0.0390999987721,-1.56783950329,-2.53266382217
111,-0.0390000008047,-1.64824151993,-2.53266382217
112,-0.0388999991119,-1.64824151993,-2.49246263504
113,-0.0388000011444,-1.68844246864,-2.53266382217
114,-0.0386999994516,-1.68844246864,-2.53266382217
115,-0.0386000014842,-1.72864353657,-2.53266382217
116,-0.0384999997914,-1.76884448528,-2.49246263504
117,-0.0384000018239,-1.80904555321,-2.49246263504
118,-0.0383000001311,-1.80904555321,-2.49246263504
119,-0.0381999984384,-1.80904555321,-2.49246263504
120,-0.0381000004709,-1.88944756985,-2.49246263504
121,-0.0379999987781,-1.88944756985,-2.49246263504
122,-0.0379000008106,-1.92964863777,-2.53266382217
123,-0.0377999991179,-1.92964863777,-2.49246263504
124,-0.0377000011504,-1.96984958649,-2.53266382217
125,-0.0375999994576,-1.96984958649,-2.49246263504
126,-0.0375000014901,-1.96984958649,-2.49246263504
127,-0.0373999997973,-2.0100505352,-2.53266382217
128,-0.0373000018299,-2.0100505352,-2.53266382217
129,-0.0372000001371,-2.05025172234,-2.49246263504
130,-0.0370999984443,-2.05025172234,-2.49246263504
131,-0.0370000004768,-2.05025172234,-2.53266382217
132,-0.0368999987841,-2.09045267105,-2.49246263504
133,-0.0368000008166,-2.05025172234,-2.53266382217
134,-0.0366999991238,-2.09045267105,-2.53266382217
135,-0.0366000011563,-2.13065361977,-2.49246263504
136,-0.0364999994636,-2.13065361977,-2.49246263504
137,-0.0364000014961,-2.13065361977,-2.49246263504
138,-0.0362999998033,-2.13065361977,-2.53266382217
139,-0.0362000018358,-2.17085456848,-2.53266382217
140,-0.0361000001431,-2.17085456848,-2.49246263504
141,-0.0359999984503,-2.17085456848,-2.53266382217
142,-0.0359000004828,-2.21105575562,-2.53266382217
143,-0.03579999879,-2.21105575562,-2.53266382217
144,-0.0357000008225,-2.21105575562,-2.49246263504
145,-0.0355999991298,-2.25125670433,-2.49246263504
146,-0.0355000011623,-2.21105575562,-2.49246263504
147,-0.0353999994695,-2.25125670433,-2.53266382217
148,-0.035300001502,-2.25125670433,-2.53266382217
149,-0.0351999998093,-2.25125670433,-2.49246263504
150,-0.0351000018418,-2.25125670433,-2.53266382217
151,-0.035000000149,-2.25125670433,-2.49246263504
152,-0.0348999984562,-2.29145765305,-2.49246263504
153,-0.0348000004888,-2.29145765305,-2.53266382217
154,-0.034699998796,-2.29145765305,-2.53266382217
155,-0.0346000008285,-2.29145765305,-2.49246263504
156,-0.0344999991357,-2.29145765305,-2.53266382217
157,-0.0344000011683,-2.33165860176,-2.53266382217
158,-0.0342999994755,-2.33165860176,-2.49246263504
159,-0.034200001508,-2.29145765305,-2.49246263504
160,-0.0340999998152,-2.33165860176,-2.49246263504
161,-0.0340000018477,-2.33165860176,-2.49246263504
162,-0.033900000155,-2.37185978889,-2.49246263504
163,-0.0337999984622,-2.33165860176,-2.49246263504
164,-0.0337000004947,-2.33165860176,-2.49246263504
165,-0.0335999988019,-2.37185978889,-2.53266382217
166,-0.0335000008345,-2.37185978889,-2.49246263504
167,-0.0333999991417,-2.33165860176,-2.53266382217
168,-0.0333000011742,-2.37185978889,-2.49246263504
169,-0.0331999994814,-2.37185978889,-2.49246263504
170,-0.033100001514,-2.37185978889,-2.49246263504
171,-0.0329999998212,-2.37185978889,-2.49246263504
172,-0.0329000018537,-2.37185978889,-2.53266382217
173,-0.0328000001609,-2.37185978889,-2.49246263504
174,-0.0326999984682,-2.37185978889,-2.49246263504
175,-0.0326000005007,-2.37185978889,-2.49246263504
176,-0.0324999988079,-2.37185978889,-2.49246263504
177,-0.0324000008404,-2.37185978889,-2.53266382217
178,-0.0322999991477,-2.41206073761,-2.49246263504
179,-0.0322000011802,-2.41206073761,-2.53266382217
180,-0.0320999994874,-2.41206073761,-2.53266382217
181,-0.0320000015199,-2.41206073761,-2.45226168633
182,-0.0318999998271,-2.37185978889,-2.53266382217
183,-0.0318000018597,-2.41206073761,-2.49246263504
184,-0.0317000001669,-2.41206073761,-2.49246263504
185,-0.0315999984741,-2.41206073761,-2.45226168633
186,-0.0315000005066,-2.41206073761,-2.53266382217
187,-0.0313999988139,-2.41206073761,-2.49246263504
188,-0.0313000008464,-2.41206073761,-2.53266382217
189,-0.0311999991536,-2.41206073761,-2.49246263504
190,-0.0310999993235,-2.45226168633,-2.49246263504
191,-0.0309999994934,-2.41206073761,-2.49246263504
192,-0.0308999996632,-2.41206073761,-2.49246263504
193,-0.0307999998331,-2.45226168633,-2.53266382217
194,-0.030700000003,-2.41206073761,-2.53266382217
195,-0.0306000001729,-2.45226168633,-2.53266382217
196,-0.0305000003427,-2.41206073761,-2.49246263504
197,-0.0304000005126,-2.41206073761,-2.49246263504
198,-0.0303000006825,-2.45226168633,-2.53266382217
199,-0.0302000008523,-2.41206073761,-2.49246263504
200,-0.0300999991596,-2.45226168633,-2.53266382217
201,-0.0299999993294,-2.45226168633,-2.49246263504
202,-0.0298999994993,-2.45226168633,-2.53266382217
203,-0.0297999996692,-2.41206073761,-2.53266382217
204,-0.0296999998391,-2.41206073761,2.21105575562
205,-0.0296000000089,-2.25125670433,2.37185978889
206,-0.0295000001788,-2.05025172234,2.49246263504
207,-0.0294000003487,-1.88944756985,2.49246263504
208,-0.0293000005186,-1.72864353657,2.53266382217
209,-0.0292000006884,-1.56783950329,2.49246263504
210,-0.0291000008583,-1.40703547001,2.53266382217
211,-0.0289999991655,-1.24623131752,2.53266382217
212,-0.0288999993354,-1.12562835217,2.53266382217
213,-0.0287999995053,-0.964824318886,2.53266382217
214,-0.0286999996752,-0.884422242641,2.53266382217
215,-0.028599999845,-0.763819217682,2.53266382217
216,-0.0285000000149,-0.603015184402,2.57286477089
217,-0.0284000001848,-0.522613167763,2.53266382217
218,-0.0283000003546,-0.402010113001,2.53266382217
219,-0.0282000005245,-0.281407088041,2.53266382217
220,-0.0281000006944,-0.241206079721,2.53266382217
221,-0.0280000008643,-0.120603039861,2.49246263504
222,-0.0278999991715,0,2.49246263504
223,-0.0277999993414,0.0804020240903,2.49246263504
224,-0.0276999995112,0.160804048181,2.49246263504
225,-0.0275999996811,0.241206079721,2.49246263504
226,-0.027499999851,0.321608096361,2.53266382217
227,-0.0274000000209,0.442211121321,2.49246263504
228,-0.0273000001907,0.442211121321,2.53266382217
229,-0.0272000003606,0.603015184402,2.53266382217
230,-0.0271000005305,0.643216192722,2.49246263504
231,-0.0270000007004,0.683417201042,2.49246263504
232,-0.0269000008702,0.763819217682,2.49246263504
233,-0.0267999991775,0.844221234322,2.49246263504
234,-0.0266999993473,0.844221234322,2.49246263504
235,-0.0265999995172,0.924623250961,2.49246263504
236,-0.0264999996871,1.0050252676,2.49246263504
237,-0.0263999998569,1.04522633553,2.49246263504
238,-0.0263000000268,1.08542728424,2.49246263504
239,-0.0262000001967,1.12562835217,2.49246263504
240,-0.0261000003666,1.2060303688,2.49246263504
241,-0.0260000005364,1.2060303688,2.49246263504
242,-0.0259000007063,1.28643238544,2.53266382217
243,-0.0258000008762,1.32663345337,2.49246263504
244,-0.0256999991834,1.36683440208,2.49246263504
245,-0.0255999993533,1.44723641872,2.49246263504
246,-0.0254999995232,1.44723641872,2.49246263504
247,-0.025399999693,1.48743748665,2.49246263504
248,-0.0252999998629,1.48743748665,2.49246263504
249,-0.0252000000328,1.52763843536,2.49246263504
250,-0.0251000002027,1.56783950329,2.53266382217
251,-0.0250000003725,1.608040452,2.45226168633
252,-0.0249000005424,1.64824151993,2.49246263504
253,-0.0248000007123,1.68844246864,2.49246263504
254,-0.0247000008821,1.68844246864,2.45226168633
255,-0.0245999991894,1.72864353657,2.49246263504
256,-0.0244999993593,1.72864353657,2.49246263504
257,-0.0243999995291,1.76884448528,2.49246263504
258,-0.024299999699,1.76884448528,2.45226168633
259,-0.0241999998689,1.84924650192,2.49246263504
260,-0.0241000000387,1.84924650192,2.45226168633
261,-0.0240000002086,1.84924650192,2.53266382217
262,-0.0239000003785,1.88944756985,2.49246263504
263,-0.0238000005484,1.88944756985,2.49246263504
264,-0.0237000007182,1.88944756985,2.49246263504
265,-0.0236000008881,1.92964863777,2.49246263504
266,-0.0234999991953,1.96984958649,2.49246263504
267,-0.0233999993652,2.0100505352,2.49246263504
268,-0.0232999995351,2.0100505352,2.53266382217
269,-0.023199999705,2.0100505352,2.45226168633
270,-0.0230999998748,2.05025172234,2.49246263504
271,-0.0230000000447,2.0100505352,2.49246263504
272,-0.0229000002146,2.05025172234,2.49246263504
273,-0.0228000003844,2.05025172234,2.45226168633
274,-0.0227000005543,2.09045267105,2.49246263504
275,-0.0226000007242,2.09045267105,2.49246263504
276,-0.0225000008941,2.05025172234,2.45226168633
277,-0.0223999992013,2.13065361977,2.49246263504
278,-0.0222999993712,2.09045267105,2.49246263504
279,-0.022199999541,2.13065361977,2.49246263504
280,-0.0220999997109,2.13065361977,2.49246263504
281,-0.0219999998808,2.17085456848,2.49246263504
282,-0.0219000000507,2.17085456848,2.49246263504
283,-0.0218000002205,2.21105575562,2.49246263504
284,-0.0217000003904,2.17085456848,2.49246263504
285,-0.0216000005603,2.21105575562,2.53266382217
286,-0.0215000007302,2.21105575562,2.49246263504
287,-0.0214000009,2.21105575562,2.49246263504
288,-0.0212999992073,2.21105575562,2.49246263504
289,-0.0211999993771,2.25125670433,2.49246263504
290,-0.021099999547,2.25125670433,2.49246263504
291,-0.0209999997169,2.21105575562,2.49246263504
292,-0.0208999998868,2.25125670433,2.53266382217
293,-0.0208000000566,2.25125670433,2.49246263504
294,-0.0207000002265,2.29145765305,2.45226168633
295,-0.0206000003964,2.21105575562,2.49246263504
296,-0.0205000005662,2.25125670433,2.49246263504
297,-0.0204000007361,2.29145765305,2.49246263504
298,-0.020300000906,2.29145765305,2.53266382217
299,-0.0201999992132,2.25125670433,2.49246263504
300,-0.0200999993831,2.33165860176,2.49246263504
301,-0.019999999553,2.29145765305,2.49246263504
302,-0.0198999997228,2.29145765305,2.49246263504
303,-0.0197999998927,2.29145765305,2.45226168633
304,-0.0197000000626,2.29145765305,2.49246263504
305,-0.0196000002325,2.29145765305,2.49246263504
306,-0.0195000004023,2.33165860176,2.49246263504
307,-0.0194000005722,2.33165860176,2.49246263504
308,-0.0193000007421,2.33165860176,2.49246263504
309,-0.019200000912,2.33165860176,2.49246263504
310,-0.0190999992192,2.33165860176,2.49246263504
311,-0.0189999993891,2.33165860176,2.53266382217
312,-0.0188999995589,2.33165860176,2.49246263504
313,-0.0187999997288,2.37185978889,2.53266382217
314,-0.0186999998987,2.33165860176,2.49246263504
315,-0.0186000000685,2.37185978889,2.53266382217
316,-0.0185000002384,2.37185978889,2.49246263504
317,-0.0184000004083,2.33165860176,2.49246263504
318,-0.0183000005782,2.33165860176,2.49246263504
319,-0.018200000748,2.37185978889,2.49246263504
320,-0.0181000009179,2.33165860176,2.49246263504
321,-0.0179999992251,2.33165860176,2.53266382217
322,-0.017899999395,2.37185978889,2.49246263504
323,-0.0177999995649,2.37185978889,2.49246263504
324,-0.0176999997348,2.33165860176,2.53266382217
325,-0.0175999999046,2.37185978889,2.49246263504
326,-0.0175000000745,2.33165860176,2.45226168633
327,-0.0174000002444,2.37185978889,2.49246263504
328,-0.0173000004143,2.37185978889,2.53266382217
329,-0.0172000005841,2.37185978889,2.49246263504
330,-0.017100000754,2.41206073761,2.49246263504
331,-0.0170000009239,2.37185978889,2.53266382217
332,-0.0168999992311,2.37185978889,2.53266382217
333,-0.016799999401,2.41206073761,2.49246263504
334,-0.0166999995708,2.37185978889,2.53266382217
335,-0.0165999997407,2.33165860176,2.49246263504
336,-0.0164999999106,2.37185978889,2.49246263504
337,-0.0164000000805,2.37185978889,2.49246263504
338,-0.0163000002503,2.37185978889,2.53266382217
339,-0.0162000004202,2.41206073761,2.49246263504
340,-0.0161000005901,2.41206073761,2.49246263504
341,-0.01600000076,2.37185978889,2.49246263504
342,-0.0159000009298,2.41206073761,2.49246263504
343,-0.0157999992371,2.37185978889,-2.25125670433
344,-0.0156999994069,2.13065361977,-2.45226168633
345,-0.0155999995768,2.0100505352,-2.49246263504
346,-0.0154999997467,1.84924650192,-2.53266382217
347,-0.0153999999166,1.64824151993,-2.53266382217
348,-0.0153000000864,1.48743748665,-2.49246263504
349,-0.0152000002563,1.36683440208,-2.53266382217
350,-0.0151000004262,1.2060303688,-2.49246263504
351,-0.0149999996647,1.04522633553,-2.53266382217
352,-0.0148999998346,0.964824318886,-2.57286477089
353,-0.0148000000045,0.804020226002,-2.53266382217
354,-0.0147000001743,0.683417201042,-2.53266382217
355,-0.0146000003442,0.562814176083,-2.53266382217
356,-0.0144999995828,0.442211121321,-2.53266382217
357,-0.0143999997526,0.361809104681,-2.53266382217
358,-0.0142999999225,0.241206079721,-2.49246263504
359,-0.0142000000924,0.160804048181,-2.49246263504
360,-0.0141000002623,0.0402010120451,-2.53266382217
361,-0.0140000004321,-0.0402010120451,-2.53266382217
362,-0.0138999996707,-0.120603039861,-2.53266382217
363,-0.0137999998406,-0.241206079721,-2.49246263504
364,-0.0137000000104,-0.321608096361,-2.49246263504
365,-0.0136000001803,-0.402010113001,-2.49246263504
366,-0.0135000003502,-0.482412159443,-2.53266382217
367,-0.0133999995887,-0.562814176083,-2.53266382217
368,-0.0132999997586,-0.603015184402,-2.53266382217
369,-0.0131999999285,-0.683417201042,-2.53266382217
370,-0.0131000000983,-0.723618209362,-2.53266382217
371,-0.0130000002682,-0.844221234322,-2.53266382217
372,-0.0129000004381,-0.844221234322,-2.53266382217
373,-0.0127999996766,-0.924623250961,-2.53266382217
374,-0.0126999998465,-0.964824318886,-2.49246263504
375,-0.0126000000164,-1.04522633553,-2.49246263504
376,-0.0125000001863,-1.08542728424,-2.53266382217
377,-0.0124000003561,-1.16582930088,-2.53266382217
378,-0.0122999995947,-1.2060303688,-2.49246263504
379,-0.0121999997646,-1.24623131752,-2.49246263504
380,-0.0120999999344,-1.32663345337,-2.53266382217
381,-0.0120000001043,-1.36683440208,-2.53266382217
382,-0.0119000002742,-1.36683440208,-2.49246263504
383,-0.0118000004441,-1.40703547001,-2.49246263504
384,-0.0116999996826,-1.44723641872,-2.53266382217
385,-0.0115999998525,-1.44723641872,-2.53266382217
386,-0.0115000000224,-1.52763843536,-2.49246263504
387,-0.0114000001922,-1.56783950329,-2.49246263504
388,-0.0113000003621,-1.56783950329,-2.49246263504
389,-0.0111999996006,-1.608040452,-2.53266382217
390,-0.0110999997705,-1.64824151993,-2.53266382217
391,-0.0109999999404,-1.68844246864,-2.53266382217
392,-0.0109000001103,-1.68844246864,-2.53266382217
393,-0.0108000002801,-1.72864353657,-2.53266382217
394,-0.01070000045,-1.76884448528,-2.53266382217
395,-0.0105999996886,-1.76884448528,-2.49246263504
396,-0.0104999998584,-1.84924650192,-2.53266382217
397,-0.0104000000283,-1.80904555321,-2.53266382217
398,-0.0103000001982,-1.88944756985,-2.49246263504
399,-0.0102000003681,-1.88944756985,-2.49246263504
400,-0.0100999996066,-1.92964863777,-2.49246263504
401,-0.00999999977648,-1.92964863777,-2.53266382217
402,-0.00989999994636,-1.92964863777,-2.49246263504
403,-0.00980000011623,-1.96984958649,-2.53266382217
404,-0.0097000002861,-2.0100505352,-2.49246263504
405,-0.00960000045598,-2.05025172234,-2.49246263504
406,-0.00949999969453,-2.0100505352,-2.49246263504
407,-0.0093999998644,-2.05025172234,-2.49246263504
408,-0.00930000003427,-2.05025172234,-2.53266382217
409,-0.00920000020415,-2.09045267105,-2.49246263504
410,-0.00910000037402,-2.09045267105,-2.49246263504
411,-0.00899999961257,-2.09045267105,-2.49246263504
412,-0.00889999978244,-2.09045267105,-2.53266382217
413,-0.00879999995232,-2.13065361977,-2.53266382217
414,-0.00870000012219,-2.13065361977,-2.53266382217
415,-0.00860000029206,-2.13065361977,-2.53266382217
416,-0.00850000046194,-2.17085456848,-2.53266382217
417,-0.00839999970049,-2.17085456848,-2.53266382217
418,-0.00829999987036,-2.17085456848,-2.53266382217
419,-0.00820000004023,-2.17085456848,-2.49246263504
420,-0.00810000021011,-2.21105575562,-2.53266382217
421,-0.00800000037998,-2.21105575562,-2.53266382217
422,-0.00789999961853,-2.21105575562,-2.49246263504
423,-0.0077999997884,-2.21105575562,-2.49246263504
424,-0.00769999995828,-2.25125670433,-2.49246263504
425,-0.00760000012815,-2.25125670433,-2.53266382217
426,-0.00749999983236,-2.25125670433,-2.49246263504
427,-0.00740000000224,-2.29145765305,-2.53266382217
428,-0.00730000017211,-2.25125670433,-2.53266382217
429,-0.00719999987632,-2.29145765305,-2.49246263504
430,-0.00710000004619,-2.29145765305,-2.53266382217
431,-0.00700000021607,-2.29145765305,-2.49246263504
432,-0.00689999992028,-2.29145765305,-2.53266382217
433,-0.00680000009015,-2.29145765305,-2.53266382217
434,-0.00669999979436,-2.29145765305,-2.49246263504
435,-0.00659999996424,-2.29145765305,-2.53266382217
436,-0.00650000013411,-2.33165860176,-2.49246263504
437,-0.00639999983832,-2.33165860176,-2.57286477089
438,-0.0063000000082,-2.29145765305,-2.49246263504
439,-0.00620000017807,-2.33165860176,-2.49246263504
440,-0.00609999988228,-2.33165860176,-2.49246263504
441,-0.00600000005215,-2.37185978889,-2.49246263504
442,-0.00590000022203,-2.37185978889,-2.53266382217
443,-0.00579999992624,-2.33165860176,-2.49246263504
444,-0.00570000009611,-2.37185978889,-2.53266382217
445,-0.00559999980032,-2.33165860176,-2.53266382217
446,-0.0054999999702,-2.33165860176,-2.49246263504
447,-0.00540000014007,-2.33165860176,-2.49246263504
448,-0.00529999984428,-2.33165860176,-2.53266382217
449,-0.00520000001416,-2.37185978889,-2.53266382217
450,-0.00510000018403,-2.37185978889,-2.53266382217
451,-0.00499999988824,-2.37185978889,-2.53266382217
452,-0.00490000005811,-2.37185978889,-2.53266382217
453,-0.00480000022799,-2.41206073761,-2.53266382217
454,-0.0046999999322,-2.37185978889,-2.53266382217
455,-0.00460000010207,-2.41206073761,-2.53266382217
456,-0.00449999980628,-2.37185978889,-2.53266382217
457,-0.00439999997616,-2.37185978889,-2.53266382217
458,-0.00430000014603,-2.41206073761,-2.49246263504
459,-0.00419999985024,-2.37185978889,-2.49246263504
460,-0.00410000002012,-2.41206073761,-2.49246263504
461,-0.00400000018999,-2.41206073761,-2.53266382217
462,-0.0038999998942,-2.41206073761,-2.53266382217
463,-0.00380000006407,-2.41206073761,-2.49246263504
464,-0.00370000000112,-2.41206073761,-2.49246263504
465,-0.00359999993816,-2.37185978889,-2.49246263504
466,-0.00350000010803,-2.41206073761,-2.53266382217
467,-0.00340000004508,-2.41206073761,-2.49246263504
468,-0.00329999998212,-2.41206073761,-2.53266382217
469,-0.00319999991916,-2.41206073761,-2.53266382217
470,-0.00310000008903,-2.41206073761,-2.53266382217
471,-0.00300000002608,-2.41206073761,-2.49246263504
472,-0.00289999996312,-2.45226168633,-2.49246263504
473,-0.00279999990016,-2.41206073761,-2.53266382217
474,-0.00270000007004,-2.45226168633,-2.49246263504
475,-0.00260000000708,-2.41206073761,-2.53266382217
476,-0.00249999994412,-2.41206073761,-2.49246263504
477,-0.00240000011399,-2.45226168633,-2.49246263504
478,-0.00230000005104,-2.41206073761,-2.53266382217
479,-0.00219999998808,-2.45226168633,-2.49246263504
480,-0.00209999992512,-2.41206073761,-2.53266382217
481,-0.00200000009499,-2.41206073761,-2.49246263504
482,-0.00190000003204,-2.37185978889,2.25125670433
483,-0.00179999996908,-2.17085456848,2.45226168633
484,-0.00170000002254,-2.05025172234,2.49246263504
485,-0.00159999995958,-1.88944756985,2.53266382217
486,-0.00150000001304,-1.72864353657,2.53266382217
487,-0.00139999995008,-1.52763843536,2.49246263504
488,-0.00130000000354,-1.40703547001,2.49246263504
489,-0.001200000057,-1.24623131752,2.53266382217
490,-0.00109999999404,-1.08542728424,2.53266382217
491,-0.0010000000475,-0.964824318886,2.49246263504
492,-0.00089999998454,-0.844221234322,2.53266382217
493,-0.00079999997979,-0.723618209362,2.49246263504
494,-0.000699999975041,-0.562814176083,2.49246263504
495,-0.000600000028498,-0.482412159443,2.53266382217
496,-0.000500000023749,-0.361809104681,2.53266382217
497,-0.000399999989895,-0.281407088041,2.53266382217
498,-0.000300000014249,-0.160804048181,2.49246263504
499,-0.000199999994948,-0.0804020240903,2.49246263504
500,-0.0000999999974738,0,2.49246263504
501,0,0.120603039861,2.53266382217
502,0.0000999999974738,0.2010050565,2.53266382217
503,0.000199999994948,0.281407088041,2.49246263504
504,0.000300000014249,0.361809104681,2.49246263504
505,0.000399999989895,0.442211121321,2.45226168633
506,0.000500000023749,0.482412159443,2.53266382217
507,0.000600000028498,0.562814176083,2.53266382217
508,0.000699999975041,0.683417201042,2.49246263504
509,0.00079999997979,0.723618209362,2.49246263504
510,0.00089999998454,0.763819217682,2.53266382217
511,0.0010000000475,0.844221234322,2.49246263504
512,0.00109999999404,0.884422242641,2.49246263504
513,0.001200000057,0.924623250961,2.49246263504
514,0.00130000000354,0.964824318886,2.49246263504
515,0.00139999995008,1.08542728424,2.53266382217
516,0.00150000001304,1.12562835217,2.49246263504
517,0.00159999995958,1.16582930088,2.49246263504
518,0.00170000002254,1.24623131752,2.49246263504
519,0.00179999996908,1.24623131752,2.45226168633
520,0.00190000003204,1.32663345337,2.49246263504
521,0.00200000009499,1.36683440208,2.49246263504
522,0.00209999992512,1.36683440208,2.53266382217
523,0.00219999998808,1.40703547001,2.45226168633
524,0.00230000005104,1.44723641872,2.49246263504
525,0.00240000011399,1.48743748665,2.49246263504
526,0.00249999994412,1.48743748665,2.49246263504
527,0.00260000000708,1.52763843536,2.49246263504
528,0.00270000007004,1.56783950329,2.53266382217
529,0.00279999990016,1.608040452,2.53266382217
530,0.00289999996312,1.64824151993,2.49246263504
531,0.00300000002608,1.64824151993,2.49246263504
532,0.00310000008903,1.72864353657,2.49246263504
533,0.00319999991916,1.72864353657,2.49246263504
534,0.00329999998212,1.72864353657,2.45226168633
535,0.00340000004508,1.72864353657,2.53266382217
